club,player,comment,label
realsociedad,Nayef Aguerd,🇲🇦🇲🇦❤️❤️ nayef aguerd 💪🏻⚒️,
realsociedad,Nayef Aguerd,Es precioso 😍@nayefaguerd,
realsociedad,Nayef Aguerd,nayefaguerd ❤️🔥🇲🇦,
realsociedad,Nayef Aguerd,@nayefaguerd 🔥🔥🔥🦁🇲🇦❤️,
realsociedad,Nayef Aguerd,Goazen Aguerd Y La Reale 🔵⚪,
realsociedad,Nayef Aguerd,@nayefaguerd 🤍🫰🏻,
realsociedad,Nayef Aguerd,@nayefaguerd  u look so good🇲🇦😊,
realsociedad,Nayef Aguerd,@nayefaguerd ❤️❤️🔥🔥🔥🔥 best player 👑,
realsociedad,Nayef Aguerd,@nayefaguerd confiamos en tí 🤍🇵🇸,
realsociedad,Nayef Aguerd,@nayefaguerd ❤️❤️👏,
realsociedad,Nayef Aguerd,@nayefaguerd 😍,
realsociedad,Nayef Aguerd,@nayefaguerd 🔥🔥,
realsociedad,Nayef Aguerd,Good luck 💙 GOD BLESS YOU AGUERD ❤🦁🇲🇦,
realsociedad,Nayef Aguerd,Nayef aguerd 😍,
realsociedad,Nayef Aguerd,Nayefaguerd ♥️🇲🇦🦁,
realsociedad,Nayef Aguerd,Aguerd >>>>>>> Le Normand,
realsociedad,Nayef Aguerd,Nayef aguerd 👏❤️✨,
realsociedad,Nayef Aguerd,@nayefaguerd إبن بلدي كاريزما ياربي يحفظك 🦁❤️🇲🇦🔥,
realsociedad,Nayef Aguerd,Nayefaguerd 👏🔥❤️,
realsociedad,Nayef Aguerd,Mañana ganamos tres puntitos y todos contentos...Vamos Aguerd y La Reale ⚪🔵,
realsociedad,Nayef Aguerd,@nayefaguerd 🇲🇦🦁💚,
realsociedad,Nayef Aguerd,Cariñoso nayef aguerd 🦁❤️,
realsociedad,Nayef Aguerd,@nayefaguerd ❤️❤️❤️❤️,
realsociedad,Nayef Aguerd,Ayer me ficharon a Aguerd y hoy a Zubeldia… estoy teniendo problemas serios :(,
realsociedad,Nayef Aguerd,Nayef aguerd 🦁👑🫀🇲🇦Mejor defensor 😍,
realsociedad,Nayef Aguerd,@nayefaguerd ❤️👏👏👏,
realsociedad,Nayef Aguerd,Nayef aguerd 👏❤️😍,
realsociedad,Nayef Aguerd,@nayefaguerd 🦁🇲🇦,
realsociedad,Nayef Aguerd,@nayefaguerd El Guerrero 💪🏼🔥🤩🫶🏼,
realsociedad,Nayef Aguerd,Nayef aguerd ❤️💖,
realsociedad,Nayef Aguerd,Alguien echa de menos a Le Normand con este tío? Que bueno es!!!!! 👏😍@nayefaguerd 🤍💙,
realsociedad,Nayef Aguerd,"@nayefaguerd Ahahah il t’as mit un petit pont, ça pique un peu quand même non ? 😂 t’as voulu après te rattraper ou pas lol ?",
realsociedad,Nayef Aguerd,❤️🔥@nayefaguerd,
realsociedad,Nayef Aguerd,Aguerd el crack 🤩👊,
realsociedad,Nayef Aguerd,Good luck Naif Aguerd,
realsociedad,Nayef Aguerd,@nayefaguerd  el mejor,
realsociedad,Nayef Aguerd,Aguerd ❌ Rolls Royce ✅,
realsociedad,Nayef Aguerd,@nayefaguerd 🔥🔥🔥,
realsociedad,Nayef Aguerd,@nayefaguerd 🦁🦁👏❤ما شاء الله,
realsociedad,Nayef Aguerd,Aguerd?,
realsociedad,Nayef Aguerd,🦁🦁❤️❤️🇲🇦🇲🇦Nayaf Aguerd❤️❤️❤️,
realsociedad,Nayef Aguerd,Aupa @nayefaaguerd,
realsociedad,Nayef Aguerd,NAYEF AGUERD✨❤️,
realsociedad,Nayef Aguerd,👏👏👏👏well done so proud of you 💙 MASHAALLAH AGUERD 🇲🇦❤🦁,
realsociedad,Nayef Aguerd,Nayef Aguerd 😍😍😍💪💪💪🫶🫶🫶🦁🦁🦁🦁,
realsociedad,Nayef Aguerd,Nayef aguerd 🦁,
realsociedad,Nayef Aguerd,@nayefaguerd 🇲🇦💪🔥,
realsociedad,Nayef Aguerd,@nayefaguerd 👏👏❤️❤️❤️,
realsociedad,Nayef Aguerd,@nayefaguerd 😂😂,
villarealcf,Nicolas Pepe,"@nicolas.pepe19 mete goles porfa que te tengo en el Fantasy, y sin querer te subí la cláusula a 53000000",
villarealcf,Nicolas Pepe,Pepe arsenal 🔥🔥,
villarealcf,Nicolas Pepe,Pepe just abused people on the field. Glad to see him happy finally.,
villarealcf,Nicolas Pepe,Tomate queso peperoni,
villarealcf,Nicolas Pepe,"Mozzarella, peperoni, champis y pimiento verda",
villarealcf,Nicolas Pepe,Pepe can play Saturday ?,
villarealcf,Nicolas Pepe,The run and Pepe 🔥,
villarealcf,Nicolas Pepe,El Pepe,
villarealcf,Nicolas Pepe,Once a gunner always a Gunner we still love u Pepe,
villarealcf,Nicolas Pepe,Pepe est sur banc 😯,
villarealcf,Nicolas Pepe,"Ya estaba preparando un texto para acusar a Barry y Pepe, pero se redimieron kkkkkk",
villarealcf,Nicolas Pepe,why sub off Pepe while he was the only attackers playing solid whole game..... foolish decision meanwhile barry 0 awareness or finishing today,
villarealcf,Nicolas Pepe,Ni pepe se atrevio a tanto,
villarealcf,Nicolas Pepe,"Pepe, es crack 👏👏",
villarealcf,Nicolas Pepe,Mi pizza favorita es de Peperoni,
villarealcf,Nicolas Pepe,"As a Arsenal fan, I'm haply to c Pepe being happy again. The first player in Epl to dribble dijk one on one 😂",
villarealcf,Nicolas Pepe,First time seeing Pepe happy and enjoying himself on the pitch. Good to see,
villarealcf,Nicolas Pepe,Fort pepe 🇨🇮,
villarealcf,Nicolas Pepe,Peperoni,
villarealcf,Nicolas Pepe,@p.gueye24 @nicolas.pepe19 @t.barry29 c'est grâce a ces 3joueur j'aime villareal maintenant 🙏🏾,
villarealcf,Nicolas Pepe,The real NICO @nicolas.pepe19,
villarealcf,Nicolas Pepe,Nicolas Pepe... Pepper dem 🌶️,
villarealcf,Nicolas Pepe,Pepe?,
villarealcf,Nicolas Pepe,Pepe in good time,
villarealcf,Nicolas Pepe,"I love pepe, they called him a flop, how many goals has grealish scored!?",
villarealcf,Nicolas Pepe,"Tomate ,queso goudo chorizo criollo y peperoni jamón y carne picada",
villarealcf,Nicolas Pepe,grande pepe,
villarealcf,Nicolas Pepe,Te quiero Pepe 😍,
villarealcf,Nicolas Pepe,Pepe 🔥🔥,
villarealcf,Nicolas Pepe,Peperoni preferida @raquelgomezmarti3,
villarealcf,Nicolas Pepe,Y  lo vendiste para traer a pepe 🤡 😂😂😂,
villarealcf,Nicolas Pepe,"Bien Pepe jugando para el equipo en el gol, otro lo trata de definir el mismo, saludos desde Chile 🇨🇱",
villarealcf,Nicolas Pepe,Pepe 👏👏👏,
villarealcf,Nicolas Pepe,Pepe is the best,
villarealcf,Nicolas Pepe,Tomate mazzarela i peperoni i picante 🌶️,
villarealcf,Nicolas Pepe,Pepe ❤️😍,
villarealcf,Nicolas Pepe,He must start the match pepe is nothing better than him,
villarealcf,Nicolas Pepe,El Pepe 😍🫡,
villarealcf,Nicolas Pepe,Peperonni i formatge.No cal res més.,
villarealcf,Nicolas Pepe,"Não dar pra acreditar, porque não deu a bola pro pepe bater o penalti ? Quem é baena perto de pepe ???",
villarealcf,Nicolas Pepe,Unpopular take: pepe>saka,
villarealcf,Nicolas Pepe,"PepeRooney, Carboniara y espárragos Trigueros.",
villarealcf,Nicolas Pepe,Pepe 🔥,
villarealcf,Nicolas Pepe,"Ingredientes: peperoni , huevo duro ,queso de untar ,aceitunas y tomate en rodajas",
villarealcf,Nicolas Pepe,"Hoy Pepe la mete, vengo del futuro y tremendo partido se marcó 😍😍",
villarealcf,Nicolas Pepe,Nicolás Pepe juega derogado o que falla ocasiones claras y se ríe como si nada 🤦🏾‍♂️ un partido que debería haber sido sentenciado antes de el 80,
villarealcf,Nicolas Pepe,Pepe > lamal button,
villarealcf,Nicolas Pepe,@pepeclaulleo,
villarealcf,Nicolas Pepe,Partido que nos a costado pero lo hemos conseguido que bueno es alex Baena el año pasado dándole asistencias a sorlhot y este año a ayoze eso si pepe titular ya thierno hoy a estar muy flojo hay que darle minutos poco a povo no está para titular,
villarealcf,Nicolas Pepe,Donc toi @nicolas.pepe19 tu es parti là-bas pour blesser enfant des gens ? OK c’est compris 🇨🇮🐘,
lille,Jonathan David,David le meilleur,POSITIVE
lille,Jonathan David,@rffal._ Jo david🔥,POSITIVE
lille,Jonathan David,ANNONCE ? Prolongement de David ?!?!?,NEUTRAL
lille,Jonathan David,David come to juve we are better ⚫️⚪️,POSITIVE
lille,Jonathan David,David prolonge !!!,NEUTRAL
lille,Jonathan David,Edon et David prolongé aussi s'il vous plaît 🙏🙏❤️🤍,POSITIVE
lille,Jonathan David,@timothyweah bring @jodavid to juve ⬛️⬜️,POSITIVE
lille,Jonathan David,David et Edon rester s'il vous plaît 🙏🙏❤️🤍,POSITIVE
lille,Jonathan David,DAVID PROLONGE STP NOTRE LÉGENDE ⚜️⚜️,POSITIVE
lille,Jonathan David,@jodavid 🤍🖤,POSITIVE
lille,Jonathan David,DAVID COME TO JUVE,POSITIVE
lille,Jonathan David,Je ne retiens pas de match mais seulement david et chevalier 😍❤️🤍,POSITIVE
lille,Jonathan David,DAVID GOAL IS HERE ⚽️🔴,POSITIVE
lille,Jonathan David,"Forza Juve Sempre, David come to Juve 🙏",POSITIVE
lille,Jonathan David,"Quelle bonne nouvelle pour Tiago Santos de poursuivre l'aventure lilloise, il faudrait maintenant essayer de convaincre Edon Zhegrova, car David c'est cuit à moins d'un retour de situation car il veut multiplier son salaire annuel 3 fois plus qu'à Lille soit 6 millions ❤️🤍",NEUTRAL
lille,Jonathan David,Bravo Jonathan David ❤️🔥😍👏🙌🙌💪🔴⚪🦷,POSITIVE
lille,Jonathan David,Psg need david as 9,POSITIVE
lille,Jonathan David,LFGGGGG @jodavid 🇨🇦🇨🇦🇨🇦,POSITIVE
lille,Jonathan David,COME TO JUVENTUS 🤍🖤 @jodavid,POSITIVE
lille,Jonathan David,"I mean 90% of that goal was the work of #26  to get it to David!! But alas, the strikers always get the glory….",NEGATIVE
lille,Jonathan David,Gros match de David,POSITIVE
lille,Jonathan David,david prime le retour ☝🏼☝🏼,POSITIVE
lille,Jonathan David,"Facile, Jonathan David ! 🇨🇦⚽️💥",POSITIVE
lille,Jonathan David,C'est bon pour nous ... Edon et David et Lucas en plus ça serait parfait.,POSITIVE
lille,Jonathan David,Je vois le drapeau canadien dans les gradins 🇨🇦🍁 vous avez de la chances d'être là 💯 Let's Go David 💪💪💪,POSITIVE
lille,Jonathan David,Notre jojo Jonathan David 👏👏👏👏👏👏👏👏,
lille,Jonathan David,David je suis choqué des courses et retour défensive qu’il fait jusqu’à la dernière minute c’est incroyable,
lille,Jonathan David,jo david 🇨🇦🐐🇨🇦🐐,
lille,Jonathan David,Vamosss Edon x David,
lille,Jonathan David,"Congratulations for your team and players from Juventus fan, Zhegrova and David are very very strong🙌🏻",
lille,Jonathan David,David x Weah 🤍🖤🤍🖤,
lille,Jonathan David,"Tim, portaci David 🤍🖤🤍🖤",
lille,Jonathan David,"Ce soir c’est but de balmont pedretti et David rozenhal ❤️🤍Vive le losc, vive le nord, vive dany boon et vive la France",
lille,Jonathan David,MIO MARITO JONATHAN DAVID❤️❤️❤️ GODIAMOOOOOOO,
lille,Jonathan David,Jo David me rends fière d'être canadian 🇨🇦🦫,
lille,Jonathan David,"David vieni alla Juve dai , che ieri hai visto quanto siamo forti 😉",
lille,Jonathan David,JONATHAN DAVID 🇨🇦🍁,
lille,Jonathan David,Prolonger également @_lc30_ et @edonzhegrova10 et @bafode_diakite et @jodavid et @osamesahraoui et on sera bon !!!!!!,
lille,Jonathan David,J'ai cru que ça allait être David mais content quand même bonne nouvelle 😍,
lille,Jonathan David,David come to Juventus ⚪️⚫️,
lille,Jonathan David,David ağabey 💛❤️🦁🇹🇷🤝,
lille,Jonathan David,🔥 @jodavid au BARÇA stp 😢,
lille,Jonathan David,@jodavid 🔥 bro,
lille,Jonathan David,"Zhegrova 🥶, David 🎯, Chevalier 🕸️",
lille,Jonathan David,"Vieni alla Juventus, ti aspettiamo David🖤🤍",
lille,Jonathan David,Jonathan David ❤️,
lille,Jonathan David,Jonathan david come to juve🤍🖤🤍🖤🤍🖤🤍🖤,
lille,Jonathan David,David t’es trop fort tu fait la fierté de tout un pays,
lille,Jonathan David,You Lille fans must love David so much,
lille,Jonathan David,Mtn David !!,
lille,Edon Zhegrova,Zhegrova man of the match!,
lille,Edon Zhegrova,@edonzhegrova10 🇽🇰🇦🇱⚽️💯🏅👊🏻,
lille,Edon Zhegrova,zhegrova such a good player 🔥🔥🔥,
lille,Edon Zhegrova,Next year Edon Zhegrova for Ballon d'or🦁,
lille,Edon Zhegrova,Zhegrova 🔥,
lille,Edon Zhegrova,Valahobithc shshhhhh is zhegrova 👐🇦🇱,
lille,Edon Zhegrova,Zhegrova = 🐆,
lille,Edon Zhegrova,For me zhegrova would have deserved the mvp,
lille,Edon Zhegrova,Le meilleur merci @edonzhegrova10 ❤️,
lille,Edon Zhegrova,Da juventino bella partita 🤝🏽 da albanese @edonzhegrova10  man of the match 🔥,
lille,Edon Zhegrova,ZHEGROVA 🇽🇰🔥🔥🔥🔥,
lille,Edon Zhegrova,ZHEGROVA 👑,
lille,Edon Zhegrova,Lit 🔥I saw this and for a second I thought @hazardeden_10 was back at Lille…Turns out it’s @edonzhegrova10 👏👏👏,
lille,Edon Zhegrova,ZHEGROVA 🥇⚽️,
lille,Edon Zhegrova,"Zhegrova 🥶, David 🎯, Chevalier 🕸️",
lille,Edon Zhegrova,Zhegrova 🔥😮‍💨,
lille,Edon Zhegrova,Zhegrova 🇽🇰🇽🇰,
lille,Edon Zhegrova,"Quelle bonne nouvelle pour Tiago Santos de poursuivre l'aventure lilloise, il faudrait maintenant essayer de convaincre Edon Zhegrova, car David c'est cuit à moins d'un retour de situation car il veut multiplier son salaire annuel 3 fois plus qu'à Lille soit 6 millions ❤️🤍",
lille,Edon Zhegrova,@edonzhegrova10 ❤️🇽🇰🇽🇰,
lille,Edon Zhegrova,Zhegrova👐🏻🇽🇰🇽🇰👐🏻,
lille,Edon Zhegrova,"Congratulations for your team and players from Juventus fan, Zhegrova and David are very very strong🙌🏻",
lille,Edon Zhegrova,Zhegrova best winger in the world right know,
lille,Edon Zhegrova,Zhegrova a sa place dans n'importe quelle club à l'heure actuelle,
lille,Edon Zhegrova,Prolonger également @_lc30_ et @edonzhegrova10 et @bafode_diakite et @jodavid et @osamesahraoui et on sera bon !!!!!!,
lille,Edon Zhegrova,@edonzhegrova10,
lille,Edon Zhegrova,That assist was crazy by @edonzhegrova10 🔥🔥🤙🏼,
lille,Edon Zhegrova,Zhegrova the beast 💪🏻 🇦🇱,
lille,Edon Zhegrova,Zhegrova,
lille,Edon Zhegrova,Zhegrova > Saka,
lille,Edon Zhegrova,Zhegrova a game changer,
lille,Edon Zhegrova,ZHEGROVA 🦁,
lille,Edon Zhegrova,"Zhegrova, Meunier des fumiers 😂😂😂",
lille,Edon Zhegrova,Zhegrova deserves it,
lille,Edon Zhegrova,Bravo zhegrova,
lille,Edon Zhegrova,Zhegrova best RW in the world after Yamal,
lille,Edon Zhegrova,Zhegrova 🔥😍🇦🇱👐,
lille,Edon Zhegrova,Zhegrova mon pref il est trop fort 🔥🦁,
lille,Edon Zhegrova,Edon zhegrova et trop sérieux olololo😂,
lille,Edon Zhegrova,Überragende assist ball  von Zhegrova 🔥 einfach hohe niveau,
lille,Edon Zhegrova,@edonzhegrova10 🇦🇱🇽🇰🦁⚡️,
lille,Edon Zhegrova,Zhegrova ???????,
lille,Edon Zhegrova,Celui face à l'atletico énorme match et énorme prestation grâce à un caviar de zhegrova ⚪🔴❤🤍,
lille,Edon Zhegrova,Zhegrova was on fire!,
lille,Edon Zhegrova,"Zhegrova Made in Kosova , Maschinee 🇦🇱🇽🇰",
lille,Edon Zhegrova,L'année prochaine je peux parier que Zhegrova sera sur les 30 nominés,
staderennesfc,Christopher Wooh,"Wooh Christopher 🇨🇲🦁🏆🥇💪💉🔥🌹⚘️🌷❤️🥀⚽️ faut porter le Masque  pour  jouer  comme Victor  Ohsimen 🇳🇬🦅🏆🥇💪💉🔥🌹⚘️🌷❤️🥀⚽️.   Prompt rétablissement  et Force 💪 à toi Christopher wooh 🦁🇨🇲 💪🔥🏆🥇💉💐🌹🌺❤️( Le Mur 🧱  de Berlin et Monsieur propre ) , le Lion 🦁 Indomptable 🇨🇲⚽ du Cameroun 🦁🇨🇲🔥💪💉🏆🥇💐🌹🌺❤️ . L'homme qui à Battu le Brésil 🇧🇷🏆🥇💪🔥💉❤️💐🌹🌷🌻 en Coupe 🏆🥇 du Monde🌍 au Qatar 🇶🇦. Merci pour la Qualification et ton But lors  la CAN 2024  en  Côte d'Ivoire 🇨🇮🐘🏆🥇⚽🔥💉💪🌷🌺🥀🌹💐🌻.",
staderennesfc,Christopher Wooh,"@__chriswooh__ Prompt rétablissement  et Force 💪 à toi Christopher wooh 🦁🇨🇲 💪🔥🏆🥇💉💐🌹🌺❤️( Le Mur 🧱  de Berlin et Monsieur propre ) , le Lion 🦁 Indomptable 🇨🇲⚽ du Cameroun 🦁🇨🇲🔥💪💉🏆🥇💐🌹🌺❤️ . L'homme qui à Battu le Brésil 🇧🇷🏆🥇💪🔥💉❤️💐🌹🌷🌻 en Coupe 🏆🥇 du Monde🌍 au Qatar 🇶🇦. Merci pour la Qualification et ton But lors  la CAN 2024  en  Côte d'Ivoire 🇨🇮🐘🏆🥇⚽🔥💉💪🌷🌺🥀🌹💐🌻.",
staderennesfc,Christopher Wooh,@__chriswooh__ 🥳❤️🖤,
staderennesfc,Christopher Wooh,Christopher wooh a été monstrueux aussi derrière,
staderennesfc,Christopher Wooh,Wooh va aider à faire virer Stéphan aller un but contre ton camp et c'est bon,
staderennesfc,Christopher Wooh,C'était Wooh le parton dimanche,
staderennesfc,Christopher Wooh,Joyeux anniversaire Chris wooh t'ai incroyable ❤️❤️❤️❤️,
staderennesfc,Christopher Wooh,Wooh donne une leçon de défense,
staderennesfc,Christopher Wooh,Wooh catastrophique relance nulle vision nulle,
staderennesfc,Christopher Wooh,Joyeux anniversaire chris wooh🎂🍾🔥,
staderennesfc,Christopher Wooh,Wooh homme du match surtout,
staderennesfc,Christopher Wooh,"Joyeux anniversaire @__chriswooh__ mon ami @jerome.hebert est en phase terminale et un grand fan de vous, si vous pouvez lui donner un maillot ❤️🖤",
staderennesfc,Christopher Wooh,Bonne fête wooh🥳❤️🖤,
staderennesfc,Christopher Wooh,@__chriswooh__  le continent est fière de toi 🙌👏😍❤️❤️🇨🇲🇨🇲🇨🇲✅✅,
staderennesfc,Christopher Wooh,Donnez leur Wooh gratos avec par pitié,
staderennesfc,Ludovic Blas,C’est mérité Blas!!,POSITIVE
staderennesfc,Ludovic Blas,@ludoblas Que Dieu t’accompagne !,POSITIVE
staderennesfc,Ludovic Blas,@ludoblas 💪🏽🔥,POSITIVE
staderennesfc,Ludovic Blas,"Totalement mérité Ludo' Blas, ça paye ! 🥹☝🏽",POSITIVE
staderennesfc,Ludovic Blas,"Honnêtement ça me fait chier on a vraiment des top joueurs tels que Seidu, Faye, Gronbaek, Kamara, Matusiwa, Blas, Jota et même le petit crack Andres Gomez mais tactiquement on a rien, on repose sur des exploits individuels de nos joueurs et la tactique d’aujourd’hui n’en parlons même pas, que des dribbleurs et des joueurs capables de faire la différence sur des exploits individuels et il compte « faire fermer des bouches », vivement un nouveau coach…",POSITIVE
staderennesfc,Ludovic Blas,"1 0 contre le havre 95 min de blas sur le terrain (15 ballons perdus l artiste !!!)sortir hateboar du corner alors que c est le plus grand - le mec comprend aucunes de ses consignes alors qu il a ete champion d europe....tjrs pas jouer la concurrence a truffert (celle avec meling me manque)notre meilleur joueur est un defenseur de ligue 2kalimuendo j en parle meme pas tellement il m exaspere, mais nos champions de l analyse vont encore dure qu il fut bon....PLEINE LUCARNE trouvé nous UN match gagné ou le public a 80 pourcent a siflé l equipe et un coach comme ça...moi j ai connu les applauses quand on en a pris 5 face au auxerre de cissé and co..DEPLORABLE - POUR L INSTITUTION IL DISAIT ...",NEGATIVE
staderennesfc,Ludovic Blas,Blas il va marquer ce soir 🔥,POSITIVE
staderennesfc,Ludovic Blas,Ludo' Blas titulaire 🔥🔥,POSITIVE
staderennesfc,Ludovic Blas,"Un bon 3-1 pour se reprendre ce week-end jota, gronbaek et blas et côté havrais ce sera sur coup de pied arrêté je pense soit kinkoué ou Lloris à la réception ALLEZ RENNES !! 👏❤️🖤",POSITIVE
staderennesfc,Ludovic Blas,"Sans Manquer de respect à @jul_stephan , à quelle heure arrive @stefpiolii s'il vous plaît? Après avoir perdu contre Reims... IT's time. Merci pour tout ce que vous avez donné au Stade, passons à la suite, logique. Peut-être que je suis trop dur...je laisse le soin à qui de droit. Mais perdre contre Reims...Avec un match aussi mauvais...Seule satisfaction: @ludoblas est de retour à son vrai niveau",POSITIVE
staderennesfc,Ludovic Blas,Blas,NEUTRAL
staderennesfc,Ludovic Blas,J'ai trouvé blas et wooh bon. Le match est plaisant mais la défense c'est nul et quand vous avez des possibilités allezi bordel dem,POSITIVE
staderennesfc,Ludovic Blas,Ludovic blas,NEUTRAL
staderennesfc,Ludovic Blas,La classe @ludoblas !,POSITIVE
staderennesfc,Ludovic Blas,@staderennaisfc @ludoblas 🔥🔥🔥🔥🔥,POSITIVE
staderennesfc,Ludovic Blas,Selecao 🇧🇷 @ludoblas 😍,POSITIVE
staderennesfc,Ludovic Blas,Rennes - Toulouse : 2 - 1 ( buts : blas ( 2 ) ),POSITIVE
staderennesfc,Ludovic Blas,Il y avais pas d’autres photo que de mettre celle ou blas est avec le maillot de Nantes ..,NEUTRAL
staderennesfc,Ludovic Blas,gardez blas svp !,POSITIVE
staderennesfc,Ludovic Blas,Blas❤️🖤,POSITIVE
staderennesfc,Ludovic Blas,Bosseur Ludo' Blas 🔥🔥⚡️,POSITIVE
staderennesfc,Ludovic Blas,@ludoblas crack 😍,POSITIVE
staderennesfc,Ludovic Blas,Merci @ludoblas 😍🔥,POSITIVE
staderennesfc,Ludovic Blas,COME TO GALATASARAY BLAS🦁🦁,POSITIVE
staderennesfc,Ludovic Blas,@ludoblas confirme son début de saison Canon!!,POSITIVE
staderennesfc,Ludovic Blas,@ludoblas  on en veut pas aux joueurs juste au coach avec ses ambitions pour jouer le ventre mou ou le maintien,
staderennesfc,Ludovic Blas,"Mosieur le CM , on en parle de la Bronca ???? 🔥🔥 on peut faire un post sur les stats de Blas et Kalimuendo aussi svp",
staderennesfc,Ludovic Blas,"semi hold up, tellement frustrant cet autisme du 343 qui ne marche tellement  pas... garder truffert et blas alors qu ils sont pas dedans c est dingue.... merci aux entrants . mais mettre Gronbaek remplaçant ici et  a paris c est tellement maladroit et ideal pour le frustrer.... vivement un coach qui maitrisera le management en tt cas. ""Pour l institution""  vous nous gacher 7  ans de super taf, M.Stephan dslé de vous adorer pour le passé mais plus pour cette annee que vous nous faites vivre... 😢",
staderennesfc,Ludovic Blas,@ludoblas ⌚️,
staderennesfc,Ludovic Blas,Ludo blas,
staderennesfc,Amine Gouiri,Mais confiance total en amine gouiri,
staderennesfc,Amine Gouiri,Méritée gouiri🇩🇿❤️,
staderennesfc,Amine Gouiri,Recrutement éclaté. Équipe de quiche. Les anciens sont éclaté a l'image de gouiri. Franchement vous faites peine à voir,
staderennesfc,Amine Gouiri,Comme il s’entendais pas avec terrier il va faire une grosse saisin comme gouiri,
staderennesfc,Amine Gouiri,On veut Gouiri???,
staderennesfc,Amine Gouiri,جوهرتنا🔥@amine_gouiri 🌟🌟🌟,
staderennesfc,Amine Gouiri,Et gouiri,
staderennesfc,Amine Gouiri,Kalimuedo et gouiri😂😂,
staderennesfc,Amine Gouiri,@amine_gouiri fait donc venir @rayan_cherki stp 🙏,
staderennesfc,Amine Gouiri,C est 1 super joueur qui doit être titulaire à la place d 1 gouiri qui n a pas envie de jouer. !,
rclens,Kevin Danso,Kevin Danso reste avec nous pour 1 saison minimum merci DANSO fais nous rêver,
rclens,Kevin Danso,Danso absent pour rien merci…,
rclens,Kevin Danso,Le jour où Vous comprendrez que ceux sont les arbitres. Avec la complicité de la FFF qui détermine le classement en fin de saison.eh bien sûr le très complaisant chèquier du Quatar. Comme ose le dire Danso et certains marseillais hormis quand ça leur profite.,
rclens,Kevin Danso,Khusanov does not indicate your absence GOOD LUCK KEVIN DANSO SEE YOU ROME WITH SHOMURODOV 🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿⚽⚽⚽⚽⚽⚽,
rclens,Kevin Danso,"FALLITI, DANSO ERA SANO VERO? MAGARI FINITE NEI DILETTANTI",
rclens,Kevin Danso,"In pratica abbiamo salvato la vita a Danso, ringraziateci mangia baguette",
rclens,Kevin Danso,"Danso est là, et tout va ♥️💛",
rclens,Kevin Danso,Défense abdukodir-Danso : trop fort ! Surtout gardez Khusanov le plus longtemps possible : enfin titulaire ! 👏,
rclens,Kevin Danso,"Super agréable à regarder jouer, jeu porté vers l'offensive même en menant au score , défense solide à voir après le départ de Danso mais pour l'instant la mayonnaise a plus que pris🔥🔥",
rclens,Kevin Danso,@kevin.danso 💪🏾💪🏾,
staderennesfc,Adrien Truffert,Truffert le goat,
staderennesfc,Adrien Truffert,Bravo mais sinon vous compté acheter un nouveau milieu de terrain d'expérience ou continuer avec truffert au milieu 🤔,
staderennesfc,Adrien Truffert,dommage qu il n est pas le droit a la meme concurrence que truffert et melibg avaient ensemble. ça semblait sain et les 2 etaient tellement plus performant .... bref un temps révolu apparemment,
staderennesfc,Adrien Truffert,À quel moment tu fais jouer Truffert au milieu alors que déjà latéral il est bien moyen,
staderennesfc,Adrien Truffert,"semi hold up, tellement frustrant cet autisme du 343 qui ne marche tellement  pas... garder truffert et blas alors qu ils sont pas dedans c est dingue.... merci aux entrants . mais mettre Gronbaek remplaçant ici et  a paris c est tellement maladroit et ideal pour le frustrer.... vivement un coach qui maitrisera le management en tt cas. ""Pour l institution""  vous nous gacher 7  ans de super taf, M.Stephan dslé de vous adorer pour le passé mais plus pour cette annee que vous nous faites vivre... 😢",
staderennesfc,Adrien Truffert,Truffert La Patte De L'Expert >>>,
staderennesfc,Adrien Truffert,Y avait d autres choix  que truffert pour montrer  l excellence de notre centre,
staderennesfc,Adrien Truffert,Truffert qui s'est perdu,
staderennesfc,Adrien Truffert,Truffert dehors tu peux partir,
staderennesfc,Adrien Truffert,"1 0 contre le havre 95 min de blas sur le terrain (15 ballons perdus l artiste !!!)sortir hateboar du corner alors que c est le plus grand - le mec comprend aucunes de ses consignes alors qu il a ete champion d europe....tjrs pas jouer la concurrence a truffert (celle avec meling me manque)notre meilleur joueur est un defenseur de ligue 2kalimuendo j en parle meme pas tellement il m exaspere, mais nos champions de l analyse vont encore dure qu il fut bon....PLEINE LUCARNE trouvé nous UN match gagné ou le public a 80 pourcent a siflé l equipe et un coach comme ça...moi j ai connu les applauses quand on en a pris 5 face au auxerre de cissé and co..DEPLORABLE - POUR L INSTITUTION IL DISAIT ...",
lille,Lucas Chevalier,"Félicitations à toi magic eagle Chevalier notre fierté du losc, un joyeux cadeau 🎁 d'anniversaire ❤️🤍💪⚜👍✌🇨🇵",
lille,Lucas Chevalier,Te amo chevalierrrrr ❤️,
lille,Lucas Chevalier,chevalier qui provoque les supporters lillois 🤬🤬🤬,
lille,Lucas Chevalier,En tant que supporter Turinois ( j'étais au stade) c'est mérité pour Chevalier vraiment quel monstre,
lille,Lucas Chevalier,On vous a mangé mais un grand chevalier était là ce soir,
lille,Lucas Chevalier,Lucas Chevalier ! 👍👍👍👊,
lille,Lucas Chevalier,Samba et chevalier dans la même équipe c’est une belle morale,
lille,Lucas Chevalier,Homme du match : Chevalier,
