club,player,comment,post,caption,sentiment_score,sentiment,explanation,translation
villareal,Álex Baena,Valverde>>>>Baena 🤮🐀,https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,-1.0,NEGATIVE,"The comment expresses a strong negative sentiment towards Álex Baena by comparing him unfavorably to another player, Valverde, and adding a disgust emoji.",Valverde >>>>>> Baena 🤮🐀
villareal,Álex Baena,"Não dar pra acreditar, porque não deu a bola pro pepe bater o penalti ? Quem é baena perto de pepe ???",https://www.instagram.com/reel/DAjgWrWIAED/,🍭 @dani_parejo10 🍭#laligahighlights | #villarreallaspalmas,-1.0,NEGATIVE,"The comment expresses disbelief and criticism towards Álex Baena for not giving the penalty kick to Pepe, implying that Baena is not significant compared to Pepe. This negative comparison suggests a lack of respect for Baena's role.","I can't believe it, why didn't he pass the ball to Pepe to take the penalty? Who is Baena compared to Pepe???"
villareal,Álex Baena,"Posta o merda do BAENA perdendo o penalti ai, ja era pra esse cara ter ido pro banco",https://www.instagram.com/reel/DAjgWrWIAED/,🍭 @dani_parejo10 🍭#laligahighlights | #villarreallaspalmas,-1.0,NEGATIVE,"The comment expresses frustration with Álex Baena for missing a penalty kick and suggests that he should have been benched, indicating a strong negative sentiment towards the player.","Wow, what a piece of crap BAENA missing that penalty, it was already time for this guy to be on the bench."
villareal,Álex Baena,"Esse baena não pode voltar no mesmo avião que vocês, manda embora",https://www.instagram.com/p/DAjc3zpighC/,NICOLAS PÉPÉ. 💛⚽️ #LALIGAEASPORTS #LALIGAHighlights,-1.0,NEGATIVE,"The comment expresses a strong negative sentiment towards Álex Baena, stating that he should not return on the same plane as the others, implying he should be sent away. The phrase 'manda embora' (send him away) indicates a desire for the player to be excluded or dismissed from the team or group.","This Baena cannot return on the same plane as you, send him away."
villareal,Álex Baena,"Baena king of the match, congratulations for one point against las palmas 😂😂",https://www.instagram.com/p/DAjc3zpighC/,NICOLAS PÉPÉ. 💛⚽️ #LALIGAEASPORTS #LALIGAHighlights,1.0,POSITIVE,"The comment praises Álex Baena by calling him 'king of the match' and congratulates him, indicating high regard for his performance. The use of laughing emojis suggests a lighthearted tone, but the overall sentiment is clearly positive.","Baena king of the match, congratulations for one point against Las Palmas 😂😂"
villareal,Álex Baena,baena sicdin içine,https://www.instagram.com/p/DAjc3zpighC/,NICOLAS PÉPÉ. 💛⚽️ #LALIGAEASPORTS #LALIGAHighlights,0.0,NEUTRAL,"The comment contains a phrase in Turkish, 'sicdin içine,' which does not provide explicit sentiment towards Álex Baena. Without additional context or sentiment-laden language, the comment is considered neutral.",The Turkish phrase 'sicdin içine' translates to something akin to 'you entered into the [something]' but lacks context.
villareal,Álex Baena,pepe inspirado hoje e o cara me põe esse BAGRE do BAENA pra bater o penalti kkkkkkkkkkkkkkkkkk só pode ser piada,https://www.instagram.com/p/DAjc3zpighC/,NICOLAS PÉPÉ. 💛⚽️ #LALIGAEASPORTS #LALIGAHighlights,-1.0,NEGATIVE,"The comment expresses frustration and ridicule towards Álex Baena being chosen to take the penalty, referring to him with the term 'BAGRE' (which can mean 'catfish' but is often used derogatorily to indicate someone is not performing well). The use of 'kkk' indicates laughter at the perceived absurdity of the situation, which emphasizes the negative sentiment towards Baena's involvement.",Pepe was inspired today and this guy puts this CATFISH of BAENA to take the penalty hahahahahahah it can only be a joke
villareal,Álex Baena,BAENA OUT,https://www.instagram.com/p/DAjc3zpighC/,NICOLAS PÉPÉ. 💛⚽️ #LALIGAEASPORTS #LALIGAHighlights,-1.0,NEGATIVE,"The comment 'BAENA OUT' expresses a clear desire for the player Álex Baena to be removed from the team, indicating a negative sentiment towards him.",BAENA OUT
villareal,Álex Baena,Para los que pedían por Baena 💩💩💩🤡 vaya tronco,https://www.instagram.com/p/DAjc3zpighC/,NICOLAS PÉPÉ. 💛⚽️ #LALIGAEASPORTS #LALIGAHighlights,-1.0,NEGATIVE,"The comment uses derogatory terms ('vaya tronco' roughly translates to 'what a lump' or 'what a useless person'), and the use of the poop emojis implies disdain towards Álex Baena. It explicitly voices negative feelings towards the player.",For those who were asking for Baena 💩💩💩🤡 what a lump
villareal,Álex Baena,🤢🤢🤢🤢Baena,https://www.instagram.com/p/DAjc3zpighC/,NICOLAS PÉPÉ. 💛⚽️ #LALIGAEASPORTS #LALIGAHighlights,-1.0,NEGATIVE,"The comment consists of disgust emojis (🤢) followed by the player's name, indicating a negative sentiment towards Álex Baena.",🤢🤢🤢🤢Baena
villareal,Álex Baena,Baena penalty master and max 1 point from home match against las palmas 😂😂,https://www.instagram.com/p/DAjc3zpighC/,NICOLAS PÉPÉ. 💛⚽️ #LALIGAEASPORTS #LALIGAHighlights,0.0,NEUTRAL,"The comment mentions Baena positively as a 'penalty master,' suggesting a skillful aspect, but it also notes a negative result in a match, indicating a mixed sentiment overall. However, it does not demonstrate strong negative or positive sentiment toward Baena himself.",Baena penalty master and max 1 point from home match against Las Palmas 😂😂
villareal,Álex Baena,Good penalty baena 😂😂😂😂 hahahahahhaha another points dropped at home because cant score,https://www.instagram.com/p/DAjc3zpighC/,NICOLAS PÉPÉ. 💛⚽️ #LALIGAEASPORTS #LALIGAHighlights,-0.5,NEGATIVE,The comment uses sarcasm with 'Good penalty baena 😂😂😂😂' which implies a lack of sincerity in praising Baena. The mention of 'another points dropped at home because cant score' suggests frustration not only with Baena but the team's performance overall. It indicates disappointment in the player's contribution to the overall outcome.,Good penalty Baena 😂😂😂😂 hahahahahhaha another points dropped at home because can't score.
villareal,Álex Baena,ALEJANDRO BAENA MISSED PENALTY 🤣🤣,https://www.instagram.com/p/DAjc3zpighC/,NICOLAS PÉPÉ. 💛⚽️ #LALIGAEASPORTS #LALIGAHighlights,-1.0,NEGATIVE,"The comment implies a negative sentiment towards Álex Baena by highlighting a missed penalty, which is generally seen as a failure in performance. The use of laughing emojis (🤣🤣) adds to the negativity by suggesting mockery rather than a neutral comment.",ALEX BAENA MISSED PENALTY 😂😂
villareal,Álex Baena,Vuelvan a sacar a Baena,https://www.instagram.com/p/DAjYGQxNBtA/,𝐗𝐈 #VillarrealLasPalmas 𝐗𝐈,0.0,NEUTRAL,"The comment suggests bringing Baena back into play without indicating a positive or negative sentiment towards him. It is a simple request, thus it remains neutral.",Bring Baena back out again.
villareal,Álex Baena,"Thank god we did sub baena in, came just to miss a penalty and cost us a win 😂",https://www.instagram.com/p/DAjYGQxNBtA/,𝐗𝐈 #VillarrealLasPalmas 𝐗𝐈,-0.5,NEGATIVE,"The comment expresses frustration towards Álex Baena, indicating that his substitution was ultimately unhelpful as he missed a penalty, which contributed to the team's loss. The use of 'cost us a win' clearly conveys negative sentiment towards the player.","Thank god we substituted Baena in, he came just to miss a penalty and cost us a win 😂"
villareal,Álex Baena,Hahahahhah baena😂😂😂😂😂,https://www.instagram.com/p/DAjYGQxNBtA/,𝐗𝐈 #VillarrealLasPalmas 𝐗𝐈,0.0,NEUTRAL,"The comment uses laughter and emojis, showing amusement, but it does not convey a clear positive or negative sentiment toward Álex Baena. It seems to be more about the situation or context rather than a direct opinion on the player.",Hahahahhah Baena 😂😂😂😂😂
villareal,Álex Baena,"Y Ayoze ? Ya me habéis fastidiado la jornada chaval , Baena de suplente y Ayoze sin convocar 👏",https://www.instagram.com/p/DAjYGQxNBtA/,𝐗𝐈 #VillarrealLasPalmas 𝐗𝐈,-1.0,NEGATIVE,"The comment expresses frustration regarding Álex Baena being benched and Ayoze not being selected, indicating disappointment with the player's situation.","And Ayoze? You have already ruined my day, buddy, Baena as a substitute and Ayoze not called up 👏"
villareal,Álex Baena,"Que mal juega este villarreal, que pongan ya a baena y pino",https://www.instagram.com/p/DAjYGQxNBtA/,𝐗𝐈 #VillarrealLasPalmas 𝐗𝐈,0.0,NEUTRAL,The comment expresses frustration with the overall performance of Villarreal but suggests including Álex Baena in the lineup without expressing a clear positive or negative opinion about him directly. The sentiment does not directly reflect on Baena's abilities.,"How poorly this Villarreal plays, they should put Baena and Pino in already."
villareal,Álex Baena,@azizikasese Hawa hapa Pino na Baena 🙌🏻🙌🏻🙌🏻,https://www.instagram.com/p/DAjPOgQo-xQ/,🤜 B A E M Y 🤛,0.0,NEUTRAL,The comment merely mentions the players Pino and Baena without expressing any positive or negative sentiment towards Álex Baena. The use of emojis is celebratory but does not specify a sentiment directed towards Baena himself.,Here are Pino and Baena.
villareal,Álex Baena,"Ojalá perdáis por goleada, poniendo a Baena de suplente quien te crees para ir experimentando de esta manera pedazo de sbnrml",https://www.instagram.com/p/DAjPOgQo-xQ/,🤜 B A E M Y 🤛,-1.0,NEGATIVE,"The comment expresses a strong negative sentiment towards the management of the team and implies that utilizing Baena as a substitute is a mistake. The use of a derogatory term ('sbnrml') further underscores the negativity. The phrase 'Ojalá perdáis por goleada' suggests a wish for the team to lose heavily, indicating strong dissatisfaction with the player's situation.","I hope you lose by a landslide, putting Baena as a substitute, who do you think you are trying to experiment like this, you piece of sbnrml."
villareal,Álex Baena,Y porque Baena no juega de titular pedazo de sbnrmal,https://www.instagram.com/p/DAjPOgQo-xQ/,🤜 B A E M Y 🤛,-1.0,NEGATIVE,"The comment expresses disappointment or frustration with Álex Baena not being a starting player, which indicates a negative sentiment towards him in this context. The term 'pedazo de sbnrmal' is a derogatory expression, further reinforcing the negativity. The comment clearly refers to Baena and criticizes his playing situation.","And why doesn't Baena play as a starter, you piece of idiot"
villareal,Álex Baena,Y baena HDLGP,https://www.instagram.com/reel/DAjFh81o0Ak/,𝗟𝗮 𝗻𝗼𝘀𝘁𝗿𝗮 𝘃𝗶𝗱𝗮 💛💛,-1.0,NEGATIVE,The comment expresses a derogatory sentiment towards Álex Baena by using an acronym that translates to an offensive phrase in Spanish. This indicates a negative attitude towards the player.,"And Baena, son of a b*tch."
villareal,Álex Baena,"Me acaban de joder el fantasy , como q Baena banquillo? Le he subido la cláusula pa na",https://www.instagram.com/reel/DAjFh81o0Ak/,𝗟𝗮 𝗻𝗼𝘀𝘁𝗿𝗮 𝘃𝗶𝗱𝗮 💛💛,-1.0,NEGATIVE,"The comment expresses frustration and disappointment regarding Baena being benched, implying a negative sentiment towards his performance or selection. The phrase 'Me acaban de joder el fantasy' shows the user's dissatisfaction. The comment clearly refers to Baena, as it questions his position on the bench.","They just ruined my fantasy, how is Baena on the bench? I've raised his clause for nothing."
villareal,Álex Baena,"Baena la pone, Ayoze remata...da igual cuando leas esto...",https://www.instagram.com/reel/DAbBwovobt2/,"Álex Baena inventa, Ayoze Pérez define.#EspanyolVillarreal | #LaLigaHighlights",0.0,NEUTRAL,"The comment describes a play involving Álex Baena and another player, Ayoze, without expressing any clear positive or negative feelings towards Baena himself. The expression 'da igual' (it doesn't matter) indicates a lack of sentimentality in either direction regarding Baena's performance.","Baena sets it up, Ayoze finishes... it doesn't matter when you read this..."
villareal,Álex Baena,@alexbbaena fumandote un joe o qué manito,https://www.instagram.com/p/DAZWV_AIxu7/,☕️⚽️⚽️,0.0,NEUTRAL,The comment does not express a clear positive or negative sentiment toward Álex Baena. It seems to be more of an informal or playful query without any strong emotional value.,"Are you smoking a joint or what, buddy?"
villareal,Álex Baena,Que bueno es Baenaldou,https://www.instagram.com/p/DAZLvvitkTt/,"Con las dos de hoy, Álex Baena es el jugador que más asistencias ha repartido de las 5⃣ grandes ligas desde el comienzo de la temporada 2023/24 🔥¡Qué bárbaro 😱!#EspanyolVillarreal",1.0,POSITIVE,"The comment praises Álex Baena using a lighthearted nickname 'Baenaldou', which implies a positive sentiment towards the player. It indicates that the commenter thinks highly of him.",How good Baenaldou is.
villareal,Álex Baena,"Según las estadísticas de la página oficial de la liga, el que más asistencias tiene es Lamine Yamal con 5 y Alex Baena tiene 4",https://www.instagram.com/p/DAZLvvitkTt/,"Con las dos de hoy, Álex Baena es el jugador que más asistencias ha repartido de las 5⃣ grandes ligas desde el comienzo de la temporada 2023/24 🔥¡Qué bárbaro 😱!#EspanyolVillarreal",0.0,NEUTRAL,The comment does not express a positive or negative sentiment towards Álex Baena; it simply states factual information comparing assist statistics of Baena and Yamal.,"According to the statistics from the official league page, the one with the most assists is Lamine Yamal with 5 and Alex Baena has 4."
villareal,Álex Baena,Vien a l'OM @alexbbaena 🔥,https://www.instagram.com/p/DAZLvvitkTt/,"Con las dos de hoy, Álex Baena es el jugador que más asistencias ha repartido de las 5⃣ grandes ligas desde el comienzo de la temporada 2023/24 🔥¡Qué bárbaro 😱!#EspanyolVillarreal",1.0,POSITIVE,"The comment expresses excitement and positivity about Álex Baena, as indicated by the fire emoji and the words 'Vien a l'OM' ('Come to OM'), suggesting admiration and a desire for him to join the team.",Come to OM
villareal,Álex Baena,"Menuda maquina eres baena, el mejor medio de la liga sin duda…",https://www.instagram.com/p/DAZE8ovou1h/,"Con permiso, buenas tardes ☕️#EspanyolVillarreal",1.0,POSITIVE,"The comment praises Álex Baena, referring to him as a 'machine' and 'the best midfielder in the league without a doubt.' This indicates a highly positive sentiment towards the player.","What a machine you are Baena, the best midfielder in the league without a doubt..."
villareal,Álex Baena,Partido que nos a costado pero lo hemos conseguido que bueno es alex Baena el año pasado dándole asistencias a sorlhot y este año a ayoze eso si pepe titular ya thierno hoy a estar muy flojo hay que darle minutos poco a povo no está para titular,https://www.instagram.com/p/DAZDr3VqdVY/,"Impresionante triunfo para el Villarreal en el RCDE Stadium (1-2). Los amarillos remontan el partido, liderados por un estelar Ayoze Pérez, autor de los dos tantos ante los pericos. #EspanyolVillarreal",0.5,POSITIVE,"The comment praises Álex Baena for his contribution to the team, specifically highlighting his assists to Sorloth and Ayoze, which shows admiration for his skills. The overall tone is supportive, despite mentioning some criticisms about other players.","A game that cost us, but we managed to achieve it. How good is Alex Baena, last year giving assists to Sorloth and this year to Ayoze. However, Pepe is a starter and Thierno today needs to step up; he should get minutes little by little as he is not ready to be a starter."
villareal,Álex Baena,"Tremendos 3 puntos y ayoze , baena excelente nivel!! , ahora lo malo para que contrataron a barry tremendo error es un tronco no sabe jugar con los pies, no define que sabe hacer, tremendo MANCO",https://www.instagram.com/p/DAZDr3VqdVY/,"Impresionante triunfo para el Villarreal en el RCDE Stadium (1-2). Los amarillos remontan el partido, liderados por un estelar Ayoze Pérez, autor de los dos tantos ante los pericos. #EspanyolVillarreal",0.3,POSITIVE,"The comment expresses positive sentiment towards Álex Baena, describing his performance as 'excellent level'. However, it also critiques another player (Barry), which slightly tempers the overall positivity. The positive reference is specifically about Baena, while the negative comments are directed towards Barry.","Tremendous 3 points and Ayoze, Baena excellent level!! Now the bad thing is why did they sign Barry, a tremendous mistake, he's a clumsy player, doesn't know how to play with his feet, and he doesn't know how to finish, a tremendous 'manco'."
villareal,Álex Baena,"Vamooos! Sufriendo como siempre pero hemos aguantado. Q gusto da ver a baena y ayoze juntos, ahora a por las palmas el lunes! 💛💛💛",https://www.instagram.com/p/DAZDr3VqdVY/,"Impresionante triunfo para el Villarreal en el RCDE Stadium (1-2). Los amarillos remontan el partido, liderados por un estelar Ayoze Pérez, autor de los dos tantos ante los pericos. #EspanyolVillarreal",1.0,POSITIVE,"The comment expresses excitement and support for the team and the players, specifically highlighting Baena in a positive light as part of a duo with Ayoze. The use of enthusiastic phrases and emojis adds to the positive sentiment.","Let's go! Suffering as always, but we have held on. What a pleasure it is to see Baena and Ayoze together, now let's go for the palms on Monday! 💛💛💛"
villareal,Álex Baena,Alex baena 😍👏,https://www.instagram.com/reel/DAZAlU5NN8a/,TEA TIME. 🫖 #LALIGAEASPORTS #LALIGAHighlights,1.0,POSITIVE,"The comment expresses admiration for Álex Baena through the use of positive emojis 😍👏, indicating a strong positive sentiment towards the player.",Alex Baena 😍👏
villareal,Álex Baena,Baena😍,https://www.instagram.com/reel/DAZAlU5NN8a/,TEA TIME. 🫖 #LALIGAEASPORTS #LALIGAHighlights,1.0,POSITIVE,"The comment consists of the player's name followed by a heart eyes emoji, which indicates strong positive feelings towards Álex Baena.",Baena😍
villareal,Álex Baena,Baena is sooo underrated I need him at Barcelona sooo bad,https://www.instagram.com/p/DAYxtcRIIjO/,𝗔𝗕𝟭𝟲 🌟,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Álex Baena, stating he is 'underrated' and expressing a desire for him to join Barcelona, which indicates admiration.",Baena is so underrated I need him at Barcelona so bad.
villareal,Álex Baena,First Alex baena and a coach encouraging to injure other players,https://www.instagram.com/p/DATeh_FR78O/,Empezamos con la preparación del #EspanyolVillarreal 🫡,-1.0,NEGATIVE,"The comment implies that Álex Baena is associated with encouraging harmful actions towards other players, which is a strong negative sentiment towards him. The phrase 'encouraging to injure other players' indicates a serious accusation against the player's conduct.",First Álex Baena and a coach encouraging to injure other players.
villareal,Álex Baena,Lamine retire you from football and you tried to end his career shame on you baena smh,https://www.instagram.com/p/DAOY-Qlod3U/,🫂💛❤️💙🫂#VillarrealBarca,-1.0,NEGATIVE,"The comment expresses strong disapproval of Álex Baena's actions towards Lamine, suggesting that Baena is responsible for trying to harm another player's career. The phrase 'shame on you' indicates a very negative sentiment towards Baena.","Lamine retire from football and you tried to end his career, shame on you Baena, smh."
villareal,Álex Baena,dime cosas baena te quiero,https://www.instagram.com/p/DAOY-Qlod3U/,🫂💛❤️💙🫂#VillarrealBarca,1.0,POSITIVE,"The comment expresses affection towards Álex Baena, indicated by 'te quiero' (I love you), which conveys a positive sentiment. There are no negative sentiments in the comment, and it directly refers to Baena.","Tell me things, Baena, I love you."
villareal,Álex Baena,"alejandro baena y dos santos, a tus puntos me encomiendo, saca el prime hoy por dios",https://www.instagram.com/p/DAN3FyPxY51/,Este peliculón no me lo perdería 🍿#VillarrealBarça,0.5,POSITIVE,"The comment expresses a positive sentiment towards Álex Baena by referencing him with affection and asking for a strong performance, which indicates support and encouragement.","Alejandro Baena and Dos Santos, I entrust myself to your points, bring out the best today for God's sake."
villareal,Álex Baena,Baena hoy vas a puntuar muy bien🔝🔥,https://www.instagram.com/p/DAN3FyPxY51/,Este peliculón no me lo perdería 🍿#VillarrealBarça,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Álex Baena, encouraging him to perform well and suggesting he will score highly. The emojis used emphasize excitement and positivity.",Baena today you are going to score very well.
villareal,Álex Baena,Baena>>>Yamal 🙌💛,https://www.instagram.com/p/DAN3FyPxY51/,Este peliculón no me lo perdería 🍿#VillarrealBarça,1.0,POSITIVE,"The comment expresses a clear preference for Baena over Yamal, which indicates a positive sentiment towards Baena. The use of the emoji 🙌 (hands in the air) suggests excitement or celebration, further reinforcing the positive sentiment.",Baena >>> Yamal 🙌💛
villareal,Álex Baena,Vamos baena que te tengo en el fantasy,https://www.instagram.com/p/DANprKGID1O/,¡𝐃𝐈́𝐀 𝐃𝐄 𝐏𝐀𝐑𝐓𝐈𝐃𝐀𝐙𝐎 𝐄𝐍 𝐋𝐀 𝐂𝐄𝐑𝐀́𝐌𝐈𝐂𝐀 ❤️‍🔥!📲 #VillarrealBarça,1.0,POSITIVE,"The comment expresses support for Álex Baena, indicating that the commenter has him in their fantasy team, which is a positive sentiment towards the player.","Come on Baena, I have you in my fantasy team."
villareal,Álex Baena,Baena respect🙌🙌,https://www.instagram.com/p/C_50mBsOCWk/,+3 ☕️💛,1.0,POSITIVE,The comment expresses admiration for Álex Baena by using the word 'respect' along with celebratory emojis (🙌🙌). This indicates a positive sentiment towards the player.,Baena respect🙌🙌
villareal,Álex Baena,Mucha calidad 🇮🇨 peroooo... @alexbbaena es pura magia,https://www.instagram.com/p/C_50mBsOCWk/,+3 ☕️💛,1.0,POSITIVE,"The comment expresses a positive sentiment towards Álex Baena, highlighting his quality and referring to him as 'pure magic'. The phrase 'Mucha calidad' (meaning 'a lot of quality') further emphasizes the positive view of the player.",A lot of quality 🇮🇨 but... @alexbbaena is pure magic.
villareal,Álex Baena,@alexbbaena Come to barça alex 💙❤️,https://www.instagram.com/p/C_5q3rnxiu-/,"Asistió en el primer gol y se inventó un pase de la nada en el segundo. Lo que juegas, Álex 😮‍💨",1.0,POSITIVE,"The commenter is encouraging Álex Baena to join FC Barcelona, which shows a positive sentiment towards him as a player. The use of heart emojis implies affection and support for the player.","@alexbbaena Come to Barça, Alex 💙❤️"
villareal,Álex Baena,El mejor de los amarillos @alexbbaena 🤦🏾💛💛,https://www.instagram.com/p/C_5q3rnxiu-/,"Asistió en el primer gol y se inventó un pase de la nada en el segundo. Lo que juegas, Álex 😮‍💨",1.0,POSITIVE,"The comment expresses admiration for Álex Baena, referring to him as 'the best of the yellows,' which indicates a positive sentiment. The use of the emoji with hearts conveys affection and support.",The best of the yellows @alexbbaena 🤦🏾💛💛
villareal,Álex Baena,MagicBaena🔥,https://www.instagram.com/p/C_5q3rnxiu-/,"Asistió en el primer gol y se inventó un pase de la nada en el segundo. Lo que juegas, Álex 😮‍💨",1.0,POSITIVE,"The comment 'MagicBaena' along with the fire emoji indicates admiration and appreciation for the player Álex Baena, suggesting that the commenter sees him as magical or exceptional in some way.",MagicBaena
villareal,Álex Baena,Alex Baena lolololo alex Baena 💛💛💛💛💛💛,https://www.instagram.com/p/C_5q3rnxiu-/,"Asistió en el primer gol y se inventó un pase de la nada en el segundo. Lo que juegas, Álex 😮‍💨",1.0,POSITIVE,"The comment shows a clear positive sentiment towards Álex Baena, indicated by the repeated name and the numerous heart emojis. There are no negative connotations present in the comment.",Alex Baena lolololo Alex Baena 💛💛💛💛💛💛
villareal,Álex Baena,"O subís la cláusula a Baena o el año que viene os lo quita el Atleti o un equipo premier , menudo jugón",https://www.instagram.com/p/C_5nW16qoTj/,¡Fiiiiiiinaaaaaaal en Mallorca!¡El Villarreal vuelve a mostrar su pegada y competitividad y se lleva los tres puntos con un gol en el descuento de Ayoze! ¡Y otra vez sumando ➕3️⃣!,0.5,POSITIVE,"The comment expresses admiration for Álex Baena's skills by calling him a 'jugón' (meaning a skilled player) and suggests he is highly valued, thereby showing positive sentiment towards him. The comment also indicates a concern for retaining him, which underscores his value.","Either you raise Baena's buyout clause or next year Atlético or a Premier League team will take him, what a player."
villareal,Álex Baena,"No se si la cláusula de baena es de 60 millones pero si es así creo q habría q subirla casi a los 100 millones por q todos sabemos q van a venir equipos con dinero a por el, q jugadorazo.",https://www.instagram.com/p/C_5nW16qoTj/,¡Fiiiiiiinaaaaaaal en Mallorca!¡El Villarreal vuelve a mostrar su pegada y competitividad y se lleva los tres puntos con un gol en el descuento de Ayoze! ¡Y otra vez sumando ➕3️⃣!,1.0,POSITIVE,The comment expresses a strong positive sentiment towards Álex Baena by referring to him as a 'jugadorazo' (great player) and suggesting that his release clause should be increased due to his value and expected interest from wealthy teams. This indicates a high regard for his skills and worth.,"I don't know if Baena's clause is 60 million, but if it is, I think it should be raised to almost 100 million because we all know that teams with money will come for him, what a great player."
villareal,Álex Baena,te amo baena,https://www.instagram.com/reel/C_5dRuiIJaj/,🙅‍♂️💛⚽️#LoganCosta #MallorcaVillarreal #LALIGA #LALIGAEASPORTS #LALIGAHighlights,1.0,POSITIVE,"The comment expresses love for Álex Baena with the phrase 'te amo' (I love you), indicating strong positive sentiment towards the player.",I love you Baena
villareal,Álex Baena,Baena 79????!!!!!?!!,https://www.instagram.com/p/C_5bGOfIddx/,¿Con cuál te quedas? 🎮🕹️ #FC25,0.0,NEUTRAL,"The comment consists mainly of numbers and emojis without clear sentiment. It could be interpreted as a neutral expression of surprise or disbelief regarding Baena's performance or statistics, but lacks direct positive or negative sentiment.",Baena 79????!!!!!?!!
villareal,Álex Baena,"baena 79, a lagrimas",https://www.instagram.com/p/C_5bGOfIddx/,¿Con cuál te quedas? 🎮🕹️ #FC25,-1.0,NEGATIVE,"The comment 'baena 79, a lagrimas' suggests a negative sentiment towards Álex Baena, possibly implying disappointment or sadness ('lagrimas' means 'tears' in Spanish). The numerals might reference a perceived inadequacy in his performance, further implying a negative view.","Baena 79, in tears."
villareal,Álex Baena,Perdona ?? Baena 79? Se merece 80 o 81,https://www.instagram.com/p/C_5bGOfIddx/,¿Con cuál te quedas? 🎮🕹️ #FC25,1.0,POSITIVE,"The comment expresses a favorable opinion about Álex Baena's abilities, suggesting that he deserves a higher rating than what he currently has. The sentiment is clearly positive since the commenter believes he merits a better score.",Excuse me?? Baena 79? He deserves 80 or 81.
villareal,Álex Baena,baenas wife under my balls,https://www.instagram.com/reel/C_2hzQOIZeV/,𝐔𝐍 𝐌𝐎𝐌𝐄𝐍𝐓𝐎 𝐏𝐀𝐑𝐀 𝐋𝐀 𝐇𝐈𝐒𝐓𝐎𝐑𝐈𝐀 🥹El monumento al Cristo Redentor lució la camiseta del Submarino y el himno del Villarreal CF sonó por todo lo alto en Río de Janeiro 🇧🇷,-1.0,NEGATIVE,"The comment makes a crude reference to the player's wife in a disrespectful manner, which contributes to a negative sentiment towards Álex Baena.",Baena's wife under my balls.
villareal,Pape Gueye,Gueye🔥🇸🇳,https://www.instagram.com/p/DBs8Ya4u9hT/,𝐃𝐈𝐀 𝐃𝐄 𝐏𝐀𝐑𝐓𝐈𝐓 💛!¡Empieza nuestro camino en la #CopaDelRey 24/25 🏆!,1.0,POSITIVE,"The comment uses a fire emoji (🔥) which typically indicates enthusiasm or excitement, along with a flag emoji representing Senegal (🇸🇳), which suggests pride in Pape Gueye's nationality. The overall sentiment is very positive toward the player.",Gueye🔥🇸🇳
villareal,Pape Gueye,Como no ponéis a pape gueye q lo llevo en el Fantasy,https://www.instagram.com/p/DBll6DVhaCQ/,XI #RealValladolidVillarreal XI,0.0,NEUTRAL,"The comment expresses a neutral sentiment towards Pape Gueye, mentioning that the commenter has him in their Fantasy team but does not provide any positive or negative judgment about his abilities or performance.","Why don't you put Pape Gueye in, I have him in Fantasy."
villareal,Pape Gueye,PAPÉ AL ASSAN GUEYE 🦁🇸🇳🤺🇸🇳,https://www.instagram.com/p/DBlHImxJDJz/,𝐃𝐈𝐀 𝐃𝐄 𝐏𝐀𝐑𝐓𝐈𝐓 💛!📲 #RealValladolidVillarreal,1.0,POSITIVE,The use of the name Pape Gueye followed by positive emojis like the lion and flags suggests support and pride towards the player. There is no negative sentiment expressed in the comment.,Pape Al Assan Gueye
villareal,Pape Gueye,Pape Gueye🔥🇸🇳,https://www.instagram.com/p/DBg0Z1rp4zu/,J̶U̶E̶V̶E̶S̶,1.0,POSITIVE,"The comment expresses a positive sentiment towards Pape Gueye, indicated by the use of a flame emoji (🔥) which suggests enthusiasm or admiration, along with the Senegal flag emoji (🇸🇳), showing national pride.",Pape Gueye🔥🇸🇳
villareal,Pape Gueye,@p.gueye24 tienes una hermosa sonrisa🥹🥹,https://www.instagram.com/p/DBbi1D6xeL4/,¡Empezamos la semana ✌️!,1.0,POSITIVE,"The comment compliments Pape Gueye's smile, indicating a positive sentiment towards the player. The emojis reinforce the affectionate tone of the comment.",@p.gueye24 you have a beautiful smile🥹🥹
villareal,Pape Gueye,@p.gueye24 @nicolas.pepe19 @t.barry29 c'est grâce a ces 3joueur j'aime villareal maintenant 🙏🏾,https://www.instagram.com/p/DBbi1D6xeL4/,¡Empezamos la semana ✌️!,1.0,POSITIVE,"The comment expresses a positive sentiment towards Pape Gueye, indicating that his contribution along with the other players has made the commenter appreciate Villarreal more. The phrase 'c'est grâce a ces 3joueur j'aime villareal maintenant' translates to 'it's thanks to these 3 players that I now love Villarreal,' highlighting their positive impact.",it's thanks to these 3 players that I now love Villarreal.
villareal,Pape Gueye,We r Pape Gueye 🔥 🇸🇳,https://www.instagram.com/p/DBWfPqRoUnL/,Estadio de la Cerámica 📍,1.0,POSITIVE,"The comment expresses support for Pape Gueye with the phrase 'We r Pape Gueye' along with enthusiastic emojis (fire and flag), indicating a positive sentiment towards him.",We are Pape Gueye
